Crop,Year,State,Area ('000 Hectares),Production ('000 Tonnes),Yield (Kg per Ha))
Sorghum (Jowar),2004-05,Delhi  ,8.50,10.50,1235.29
Sorghum (Jowar),2005-06,Delhi  ,8.90,10.50,1179.78
Sorghum (Jowar),2006-07,Delhi  ,8.80,10.90,1238.64
Sorghum (Jowar),2007-08,Delhi  ,8.80,8.30,943.18
Sorghum (Jowar),2008-09,Delhi  ,8.80,8.50,965.91
Sorghum (Jowar),2009-10,Delhi  ,3.28,3.18,969.82
Sorghum (Jowar),2010-11,Delhi  ,3.37,3.25,965.82
Sorghum (Jowar),2011-12,Delhi  ,3.14,30.33,9659.24
Sorghum (Jowar),2012-13,Delhi  ,2.90,2.80,965.52
Sorghum (Jowar),2013-14,Delhi  ,3.24,2.95,910.49
Sorghum (Jowar),2014-15,Delhi  ,3.24,3.13,966.05
Sorghum (Jowar),2015-16,Delhi  ,3.24,3.11,960.21
Sorghum (Jowar),2016-17,Delhi  ,3.19,3.07,959.91
Sorghum (Jowar),2017-18,Delhi  ,3.16,3.03,960.00
Sorghum (Jowar),2018-19,Delhi  ,3.16,3.04,961.00
Sorghum (Jowar),2019-20,Delhi  ,3.15,3.00,952.38
Sorghum (Jowar),1966-67,Gujarat,1285.20,324.00,252.10
Sorghum (Jowar),1967-68,Gujarat,1354.90,400.50,295.59
Sorghum (Jowar),1968-69,Gujarat,1296.30,316.60,244.23
Sorghum (Jowar),1969-70,Gujarat,1315.00,386.60,293.99
Sorghum (Jowar),1970-71,Gujarat,1333.50,496.40,372.25
Sorghum (Jowar),1971-72,Gujarat,1196.80,482.70,403.33
Sorghum (Jowar),1972-73,Gujarat,1014.60,212.90,209.84
Sorghum (Jowar),1973-74,Gujarat,1000.80,431.70,431.35
Sorghum (Jowar),1974-75,Gujarat,896.40,319.60,356.54
Sorghum (Jowar),1975-76,Gujarat,1094.50,554.20,506.35
Sorghum (Jowar),1976-77,Gujarat,1043.70,580.70,556.39
Sorghum (Jowar),1977-78,Gujarat,1032.20,553.40,536.14
Sorghum (Jowar),1978-79,Gujarat,1026.60,577.30,562.34
Sorghum (Jowar),1979-80,Gujarat,946.48,557.40,588.92
Sorghum (Jowar),1980-81,Gujarat,905.90,583.00,643.56
Sorghum (Jowar),1981-82,Gujarat,938.10,564.30,601.54
Sorghum (Jowar),1982-83,Gujarat,984.00,487.90,495.83
Sorghum (Jowar),1983-84,Gujarat,947.60,582.00,614.18
Sorghum (Jowar),1984-85,Gujarat,874.40,499.70,571.48
Sorghum (Jowar),1985-86,Gujarat,893.50,354.90,397.20
Sorghum (Jowar),1986-87,Gujarat,882.10,245.10,277.86
Sorghum (Jowar),1987-88,Gujarat,525.60,125.20,238.20
Sorghum (Jowar),1988-89,Gujarat,780.80,425.10,544.44
Sorghum (Jowar),1989-90,Gujarat,872.70,433.30,496.51
Sorghum (Jowar),1990-91,Gujarat,852.70,379.00,444.47
Sorghum (Jowar),1991-92,Gujarat,509.00,199.20,391.36
Sorghum (Jowar),1992-93,Gujarat,448.50,323.60,721.52
Sorghum (Jowar),1993-94,Gujarat,376.20,280.10,744.55
Sorghum (Jowar),1994-95,Gujarat,344.10,191.60,556.81
Sorghum (Jowar),1995-96,Gujarat,324.80,233.40,718.60
Sorghum (Jowar),1996-97,Gujarat,348.20,310.50,891.73
Sorghum (Jowar),1997-98,Gujarat,283.60,228.60,806.06
Sorghum (Jowar),1998-99,Gujarat,239.00,212.00,887.03
Sorghum (Jowar),1999-00,Gujarat,216.10,260.00,1203.15
Sorghum (Jowar),2000-01      ,Gujarat,163.00,98.00,601.23
Sorghum (Jowar),2001-02         ,Gujarat,182.40,169.30,928.18
Sorghum (Jowar),2002-03  ,Gujarat,156.10,121.70,779.63
Sorghum (Jowar),2003-04,Gujarat,172.60,173.60,1005.79
Sorghum (Jowar),2004-05,Gujarat,179.80,207.50,1154.06
Sorghum (Jowar),2005-06,Gujarat,130.00,148.00,1138.46
Sorghum (Jowar),2006-07,Gujarat,124.00,103.00,830.65
Sorghum (Jowar),2007-08,Gujarat,128.00,157.00,1226.56
Sorghum (Jowar),2008-09,Gujarat,174.00,208.00,1195.40
Sorghum (Jowar),2009-10,Gujarat,163.00,171.00,1049.08
Sorghum (Jowar),2010-11,Gujarat,125.00,139.00,1112.00
Sorghum (Jowar),2011-12,Gujarat,124.00,139.00,1120.97
Sorghum (Jowar),2012-13,Gujarat,80.00,107.00,1337.50
Sorghum (Jowar),2013-14,Gujarat,128.00,175.00,1367.19
Sorghum (Jowar),2014-15,Gujarat,145.00,195.70,1349.66
Sorghum (Jowar),2015-16,Gujarat,103.00,138.00,1339.81
Sorghum (Jowar),2016-17,Gujarat,106.00,150.00,1415.09
Sorghum (Jowar),2017-18,Gujarat,91.00,125.04,1374.01
Sorghum (Jowar),2018-19,Gujarat,,,
Sorghum (Jowar),2019-20,Gujarat,,,
Sorghum (Jowar),2018-19,Gujarat,75.50,96.47,1277.70
Sorghum (Jowar),2019-20,Gujarat,48.92,67.16,1372.83
Sorghum (Jowar),1966-67,Haryana,270.00,49.00,181.48
Sorghum (Jowar),1967-68,Haryana,293.00,58.00,197.95
Sorghum (Jowar),1968-69,Haryana,209.00,26.00,124.40
Sorghum (Jowar),1969-70,Haryana,234.00,55.00,235.04
Sorghum (Jowar),1970-71,Haryana,207.00,57.00,275.36
Sorghum (Jowar),1971-72,Haryana,194.00,45.00,231.96
Sorghum (Jowar),1972-73,Haryana,189.00,55.00,291.01
Sorghum (Jowar),1973-74,Haryana,186.50,55.00,294.91
Sorghum (Jowar),1974-75,Haryana,161.40,38.00,235.44
Sorghum (Jowar),1975-76,Haryana,162.70,35.00,215.12
Sorghum (Jowar),1976-77,Haryana,183.00,37.00,202.19
Sorghum (Jowar),1977-78,Haryana,174.00,21.00,120.69
Sorghum (Jowar),1978-79,Haryana,146.00,26.00,178.08
Sorghum (Jowar),1979-80,Haryana,133.00,29.00,218.05
Sorghum (Jowar),1980-81,Haryana,136.00,48.00,352.94
Sorghum (Jowar),1981-82,Haryana,118.00,32.00,271.19
Sorghum (Jowar),1982-83,Haryana,116.00,28.00,241.38
Sorghum (Jowar),1983-84,Haryana,152.00,20.00,131.58
Sorghum (Jowar),1984-85,Haryana,152.00,44.00,289.47
Sorghum (Jowar),1985-86,Haryana,115.00,28.00,243.48
Sorghum (Jowar),1986-87,Haryana,151.00,41.00,271.52
Sorghum (Jowar),1987-88,Haryana,138.00,15.00,108.70
Sorghum (Jowar),1988-89,Haryana,154.00,39.00,253.25
Sorghum (Jowar),1989-90,Haryana,109.00,27.00,247.71
Sorghum (Jowar),1990-91,Haryana,130.00,65.00,500.00
Sorghum (Jowar),1991-92,Haryana,103.00,29.00,281.55
Sorghum (Jowar),1992-93,Haryana,119.00,47.00,394.96
Sorghum (Jowar),1993-94,Haryana,90.00,25.00,277.78
Sorghum (Jowar),1994-95,Haryana,113.00,30.00,265.49
Sorghum (Jowar),1995-96,Haryana,126.00,30.00,238.10
Sorghum (Jowar),1996-97,Haryana,130.00,30.00,230.77
Sorghum (Jowar),1997-98,Haryana,133.00,32.00,240.60
Sorghum (Jowar),1998-99,Haryana,129.00,25.00,193.80
Sorghum (Jowar),1999-00,Haryana,112.00,22.00,196.43
Sorghum (Jowar),2000-01      ,Haryana,109.00,23.00,211.01
Sorghum (Jowar),2001-02         ,Haryana,104.00,22.00,211.54
Sorghum (Jowar),2002-03  ,Haryana,113.00,22.00,194.69
Sorghum (Jowar),2003-04,Haryana,101.00,26.00,257.43
Sorghum (Jowar),2004-05,Haryana,96.00,26.00,270.83
Sorghum (Jowar),2005-06,Haryana,88.00,24.00,272.73
Sorghum (Jowar),2006-07,Haryana,91.00,26.00,285.71
Sorghum (Jowar),2007-08,Haryana,86.00,39.00,453.49
Sorghum (Jowar),2008-09,Haryana,81.00,41.00,506.17
Sorghum (Jowar),2009-10,Haryana,72.00,36.00,500.00
Sorghum (Jowar),2010-11,Haryana,72.00,36.00,500.00
Sorghum (Jowar),2011-12,Haryana,65.00,33.00,507.69
Sorghum (Jowar),2012-13,Haryana,56.00,28.00,500.00
Sorghum (Jowar),2013-14,Haryana,72.00,40.00,555.56
Sorghum (Jowar),2014-15,Haryana,50.00,26.00,520.00
Sorghum (Jowar),2015-16,Haryana,53.00,28.00,528.30
Sorghum (Jowar),2016-17,Haryana,62.00,33.00,532.26
Sorghum (Jowar),2017-18,Haryana,48.00,24.91,519.00
Sorghum (Jowar),2018-19,Haryana,40.30,21.28,528.00
Sorghum (Jowar),2019-20,Haryana,29.90,15.79,528.00
Sorghum (Jowar),1966-67,Himachal Pradesh,,,
Sorghum (Jowar),1967-68,Himachal Pradesh,,,
Sorghum (Jowar),1968-69,Himachal Pradesh,,,
Sorghum (Jowar),1969-70,Himachal Pradesh,0.50,0.20,400.00
Sorghum (Jowar),1970-71,Himachal Pradesh,,,
Sorghum (Jowar),1971-72,Himachal Pradesh,,,
Sorghum (Jowar),1972-73,Himachal Pradesh,,,
Sorghum (Jowar),1973-74,Himachal Pradesh,,,
Sorghum (Jowar),1974-75,Himachal Pradesh,,,
Sorghum (Jowar),1975-76,Himachal Pradesh,,,
Sorghum (Jowar),1976-77,Himachal Pradesh,,,
Sorghum (Jowar),1977-78,Himachal Pradesh,,,
Sorghum (Jowar),1978-79,Himachal Pradesh,,,
Sorghum (Jowar),1979-80,Himachal Pradesh,,,
Sorghum (Jowar),1980-81,Himachal Pradesh,,,
Sorghum (Jowar),1981-82,Himachal Pradesh,0.60,0.20,333.33
Sorghum (Jowar),1982-83,Himachal Pradesh,1.20,0.20,166.67
Sorghum (Jowar),1983-84,Himachal Pradesh,0.10,,0.00
Sorghum (Jowar),1984-85,Himachal Pradesh,0.20,0.10,500.00
Sorghum (Jowar),1985-86,Himachal Pradesh,0.20,0.10,500.00
Sorghum (Jowar),1986-87,Himachal Pradesh,0.20,,0.00
Sorghum (Jowar),1987-88,Himachal Pradesh,0.20,,0.00
Sorghum (Jowar),1988-89,Himachal Pradesh,,,
Sorghum (Jowar),1989-90,Himachal Pradesh,,,
Sorghum (Jowar),1990-91,Himachal Pradesh,,,
Sorghum (Jowar),1991-92,Himachal Pradesh,,,
Sorghum (Jowar),1992-93,Himachal Pradesh,,,
Sorghum (Jowar),1993-94,Himachal Pradesh,,,
Sorghum (Jowar),1994-95,Himachal Pradesh,,,
Sorghum (Jowar),1995-96,Himachal Pradesh,,,
Sorghum (Jowar),1996-97,Himachal Pradesh,,,
Sorghum (Jowar),1997-98,Himachal Pradesh,,,
Sorghum (Jowar),1998-99,Himachal Pradesh,,,
Sorghum (Jowar),1999-00,Himachal Pradesh,,,
Sorghum (Jowar),2000-01      ,Himachal Pradesh,,,
Sorghum (Jowar),2001-02         ,Himachal Pradesh,,,
Sorghum (Jowar),2002-03  ,Himachal Pradesh,,,
Sorghum (Jowar),2003-04,Himachal Pradesh,,,
Sorghum (Jowar),2004-05,Himachal Pradesh,,,
Sorghum (Jowar),2005-06,Himachal Pradesh,,,
Sorghum (Jowar),2006-07,Himachal Pradesh,,,
Sorghum (Jowar),2007-08,Himachal Pradesh,,,
Sorghum (Jowar),2008-09,Himachal Pradesh,,,
Sorghum (Jowar),2009-10,Himachal Pradesh,,,
Sorghum (Jowar),2010-11,Himachal Pradesh,,,
Sorghum (Jowar),2011-12,Himachal Pradesh,,,
Sorghum (Jowar),2012-13,Himachal Pradesh,,,
Sorghum (Jowar),2013-14,Himachal Pradesh,,,
Sorghum (Jowar),2014-15,Himachal Pradesh,,,
Sorghum (Jowar),2015-16,Himachal Pradesh,,,
Sorghum (Jowar),2016-17,Himachal Pradesh,,,
Sorghum (Jowar),2017-18,Himachal Pradesh,,,
Sorghum (Jowar),1966-67,Jammu & Kashmir,0.30,0.20,666.67
Sorghum (Jowar),1967-68,Jammu & Kashmir,0.20,0.10,500.00
Sorghum (Jowar),1968-69,Jammu & Kashmir,0.20,0.10,500.00
Sorghum (Jowar),1969-70,Jammu & Kashmir,0.10,0.10,1000.00
Sorghum (Jowar),1970-71,Jammu & Kashmir,0.10,,0.00
Sorghum (Jowar),1971-72,Jammu & Kashmir,0.10,,0.00
Sorghum (Jowar),1972-73,Jammu & Kashmir,0.20,0.10,500.00
Sorghum (Jowar),1973-74,Jammu & Kashmir,1.40,0.60,428.57
Sorghum (Jowar),1974-75,Jammu & Kashmir,0.60,0.40,666.67
Sorghum (Jowar),1975-76,Jammu & Kashmir,0.10,0.10,1000.00
Sorghum (Jowar),1976-77,Jammu & Kashmir,0.10,0.10,1000.00
Sorghum (Jowar),1977-78,Jammu & Kashmir,0.80,0.40,500.00
Sorghum (Jowar),1978-79,Jammu & Kashmir,0.20,0.10,500.00
Sorghum (Jowar),1979-80,Jammu & Kashmir,,,
Sorghum (Jowar),1980-81,Jammu & Kashmir,0.10,0.10,1000.00
Sorghum (Jowar),1981-82,Jammu & Kashmir,0.30,0.20,666.67
Sorghum (Jowar),1982-83,Jammu & Kashmir,0.10,0.10,1000.00
Sorghum (Jowar),1983-84,Jammu & Kashmir,0.10,0.10,1000.00
Sorghum (Jowar),1984-85,Jammu & Kashmir,,,
Sorghum (Jowar),1985-86,Jammu & Kashmir,0.10,0.10,1000.00
Sorghum (Jowar),1986-87,Jammu & Kashmir,0.10,0.10,1000.00
Sorghum (Jowar),1987-88,Jammu & Kashmir,0.10,0.10,1000.00
Sorghum (Jowar),1988-89,Jammu & Kashmir,,,
Sorghum (Jowar),1989-90,Jammu & Kashmir,,,
Sorghum (Jowar),1990-91,Jammu & Kashmir,,,
Sorghum (Jowar),1991-92,Jammu & Kashmir,,,
Sorghum (Jowar),1992-93,Jammu & Kashmir,,,
Sorghum (Jowar),1993-94,Jammu & Kashmir,,,
Sorghum (Jowar),1994-95,Jammu & Kashmir,,,
Sorghum (Jowar),1995-96,Jammu & Kashmir,,,
Sorghum (Jowar),1996-97,Jammu & Kashmir,,,
Sorghum (Jowar),1997-98,Jammu & Kashmir,,,
Sorghum (Jowar),1998-99,Jammu & Kashmir,,,
Sorghum (Jowar),1999-00,Jammu & Kashmir,,,
Sorghum (Jowar),2000-01      ,Jammu & Kashmir,,,
Sorghum (Jowar),2001-02         ,Jammu & Kashmir,,,
Sorghum (Jowar),2002-03  ,Jammu & Kashmir,,,
Sorghum (Jowar),2003-04,Jammu & Kashmir,,0.00,
Sorghum (Jowar),2004-05,Jammu & Kashmir,6.00,3.60,600.00
Sorghum (Jowar),2005-06,Jammu & Kashmir,1.40,0.40,285.71
Sorghum (Jowar),2006-07,Jammu & Kashmir,6.00,4.00,666.67
Sorghum (Jowar),2007-08,Jammu & Kashmir,4.00,2.00,500.00
Sorghum (Jowar),2008-09,Jammu & Kashmir,4.40,2.50,568.18
Sorghum (Jowar),2009-10,Jammu & Kashmir,4.40,2.50,568.18
Sorghum (Jowar),2010-11,Jammu & Kashmir,0.06,0.03,526.32
Sorghum (Jowar),2011-12,Jammu & Kashmir,,,
Sorghum (Jowar),2012-13,Jammu & Kashmir,,,
Sorghum (Jowar),2013-14,Jammu & Kashmir,,,
Sorghum (Jowar),2014-15,Jammu & Kashmir,,,
Sorghum (Jowar),2015-16,Jammu & Kashmir,,,
Sorghum (Jowar),2016-17,Jammu & Kashmir,,,
Sorghum (Jowar),2017-18,Jammu & Kashmir,0.06,0.04,666.67
Sorghum (Jowar),2018-19,Jammu & Kashmir,0.00,0.00,
Sorghum (Jowar),2019-20,Jammu & Kashmir,0.00,0.00,
Sorghum (Jowar),2000-01      ,Jharkhand  ,3.90,2.30,589.74
Sorghum (Jowar),2001-02         ,Jharkhand  ,3.90,2.30,589.74
Sorghum (Jowar),2002-03  ,Jharkhand  ,0.00,0.00,
Sorghum (Jowar),2003-04,Jharkhand  ,1.00,2.00,2000.00
Sorghum (Jowar),2004-05,Jharkhand  ,2.20,1.70,772.73
Sorghum (Jowar),2005-06,Jharkhand  ,0.30,0.20,666.67
Sorghum (Jowar),2006-07,Jharkhand  ,0.50,0.30,600.00
Sorghum (Jowar),2007-08,Jharkhand  ,0.60,0.30,500.00
Sorghum (Jowar),2008-09,Jharkhand  ,0.50,0.30,600.00
Sorghum (Jowar),2009-10,Jharkhand  ,0.20,0.10,500.00
Sorghum (Jowar),2010-11,Jharkhand  ,0.31,0.11,362.75
Sorghum (Jowar),2011-12,Jharkhand  ,1.09,0.55,502.29
Sorghum (Jowar),2012-13,Jharkhand  ,1.50,1.12,746.67
Sorghum (Jowar),2013-14,Jharkhand  ,0.50,0.28,552.00
Sorghum (Jowar),2014-15,Jharkhand  ,0.54,0.29,537.04
Sorghum (Jowar),2015-16,Jharkhand  ,2.07,1.23,593.61
Sorghum (Jowar),2016-17,Jharkhand  ,3.95,2.74,694.08
Sorghum (Jowar),2017-18,Jharkhand  ,3.33,2.21,664.00
Sorghum (Jowar),2018-19,Jharkhand  ,2.05,1.40,685.00
Sorghum (Jowar),2019-20,Jharkhand  ,1.80,1.35,751.00
Sorghum (Jowar),1966-67,Karnataka,2724.20,1428.40,524.34
Sorghum (Jowar),1967-68,Karnataka,2665.10,1438.50,539.75
Sorghum (Jowar),1968-69,Karnataka,3071.30,1637.00,533.00
Sorghum (Jowar),1969-70,Karnataka,3153.90,1800.00,570.72
Sorghum (Jowar),1970-71,Karnataka,2594.20,2023.80,780.12
Sorghum (Jowar),1971-72,Karnataka,2419.70,1861.40,769.27
Sorghum (Jowar),1972-73,Karnataka,1793.50,1081.80,603.18
Sorghum (Jowar),1973-74,Karnataka,2139.90,1848.20,863.69
Sorghum (Jowar),1974-75,Karnataka,2178.00,1804.20,828.37
Sorghum (Jowar),1975-76,Karnataka,2016.00,1694.70,840.63
Sorghum (Jowar),1976-77,Karnataka,1728.90,1180.30,682.69
Sorghum (Jowar),1977-78,Karnataka,2012.60,1901.60,944.85
Sorghum (Jowar),1978-79,Karnataka,1994.40,1767.10,886.03
Sorghum (Jowar),1979-80,Karnataka,1931.80,1839.20,952.07
Sorghum (Jowar),1980-81,Karnataka,1648.00,1269.20,770.15
Sorghum (Jowar),1981-82,Karnataka,2113.60,1792.40,848.03
Sorghum (Jowar),1982-83,Karnataka,2252.80,1599.30,709.92
Sorghum (Jowar),1983-84,Karnataka,2250.80,1788.30,794.52
Sorghum (Jowar),1984-85,Karnataka,2343.90,1745.30,744.61
Sorghum (Jowar),1985-86,Karnataka,2318.50,1473.60,635.58
Sorghum (Jowar),1986-87,Karnataka,2639.70,2108.40,798.73
Sorghum (Jowar),1987-88,Karnataka,2465.20,1570.50,637.07
Sorghum (Jowar),1988-89,Karnataka,2105.80,1537.60,730.17
Sorghum (Jowar),1989-90,Karnataka,2338.90,1627.30,695.75
Sorghum (Jowar),1990-91,Karnataka,2154.60,1353.30,628.10
Sorghum (Jowar),1991-92,Karnataka,2086.10,1707.10,818.32
Sorghum (Jowar),1992-93,Karnataka,2306.10,1925.90,835.13
Sorghum (Jowar),1993-94,Karnataka,2086.10,1895.20,908.49
Sorghum (Jowar),1994-95,Karnataka,2165.40,1637.90,756.40
Sorghum (Jowar),1995-96,Karnataka,1976.30,1717.50,869.05
Sorghum (Jowar),1996-97,Karnataka,1998.50,1897.70,949.56
Sorghum (Jowar),1997-98,Karnataka,1897.00,1254.00,661.04
Sorghum (Jowar),1998-99,Karnataka,1849.90,1643.20,888.26
Sorghum (Jowar),1999-00,Karnataka,2023.70,1790.70,884.86
Sorghum (Jowar),2000-01      ,Karnataka,1782.30,1546.90,867.92
Sorghum (Jowar),2001-02         ,Karnataka,1790.50,1372.10,766.32
Sorghum (Jowar),2002-03  ,Karnataka,1786.30,1224.90,685.72
Sorghum (Jowar),2003-04,Karnataka,1698.20,781.10,459.96
Sorghum (Jowar),2004-05,Karnataka,1662.00,1435.00,863.42
Sorghum (Jowar),2005-06,Karnataka,1520.00,1665.00,1095.39
Sorghum (Jowar),2006-07,Karnataka,1419.00,1312.00,924.59
Sorghum (Jowar),2007-08,Karnataka,1382.00,1819.00,1316.21
Sorghum (Jowar),2008-09,Karnataka,1382.00,1629.00,1178.73
Sorghum (Jowar),2009-10,Karnataka,1369.00,1406.00,1027.03
Sorghum (Jowar),2010-11,Karnataka,1243.00,1467.00,1180.21
Sorghum (Jowar),2011-12,Karnataka,1142.00,1166.00,1021.02
Sorghum (Jowar),2012-13,Karnataka,1263.00,1315.00,1041.17
Sorghum (Jowar),2013-14,Karnataka,1139.00,1317.00,1156.28
Sorghum (Jowar),2014-15,Karnataka,1047.00,1174.00,1121.30
Sorghum (Jowar),2015-16,Karnataka,1104.00,954.96,865.00
Sorghum (Jowar),2016-17,Karnataka,948.00,846.00,892.41
Sorghum (Jowar),2017-18,Karnataka,1088.00,1140.33,1048.10
Sorghum (Jowar),2018-19,Karnataka,943.35,891.69,945.23
Sorghum (Jowar),2019-20,Karnataka,826.60,986.98,1194.03
Sorghum (Jowar),1966-67,Kerala,1.20,0.50,416.67
Sorghum (Jowar),1967-68,Kerala,1.20,0.50,416.67
Sorghum (Jowar),1968-69,Kerala,1.20,0.50,416.67
Sorghum (Jowar),1969-70,Kerala,1.50,0.60,400.00
Sorghum (Jowar),1970-71,Kerala,1.50,0.80,533.33
Sorghum (Jowar),1971-72,Kerala,1.50,0.80,533.33
Sorghum (Jowar),1972-73,Kerala,1.50,0.60,400.00
Sorghum (Jowar),1973-74,Kerala,1.50,0.60,400.00
Sorghum (Jowar),1974-75,Kerala,1.40,0.60,428.57
Sorghum (Jowar),1975-76,Kerala,1.40,0.60,428.57
Sorghum (Jowar),1976-77,Kerala,2.00,0.90,450.00
Sorghum (Jowar),1977-78,Kerala,1.90,0.90,473.68
Sorghum (Jowar),1978-79,Kerala,1.90,0.90,473.68
Sorghum (Jowar),1979-80,Kerala,1.90,0.90,473.68
Sorghum (Jowar),1980-81,Kerala,1.90,0.90,473.68
Sorghum (Jowar),1981-82,Kerala,1.90,0.80,421.05
Sorghum (Jowar),1982-83,Kerala,1.20,0.50,416.67
Sorghum (Jowar),1983-84,Kerala,1.20,0.50,416.67
Sorghum (Jowar),1984-85,Kerala,1.80,0.90,500.00
Sorghum (Jowar),1985-86,Kerala,1.50,0.80,533.33
Sorghum (Jowar),1986-87,Kerala,1.50,0.70,466.67
Sorghum (Jowar),1987-88,Kerala,1.50,0.80,533.33
Sorghum (Jowar),1988-89,Kerala,2.50,1.30,520.00
Sorghum (Jowar),1989-90,Kerala,4.10,2.10,512.20
Sorghum (Jowar),1990-91,Kerala,4.50,2.30,511.11
Sorghum (Jowar),1991-92,Kerala,4.60,2.30,500.00
Sorghum (Jowar),1992-93,Kerala,5.20,2.70,519.23
Sorghum (Jowar),1993-94,Kerala,5.80,3.00,517.24
Sorghum (Jowar),1994-95,Kerala,5.30,2.70,509.43
Sorghum (Jowar),1995-96,Kerala,5.20,2.60,500.00
Sorghum (Jowar),1996-97,Kerala,4.30,2.40,558.14
Sorghum (Jowar),1997-98,Kerala,4.10,2.20,536.59
Sorghum (Jowar),1998-99,Kerala,2.90,1.50,517.24
Sorghum (Jowar),1999-00,Kerala,2.20,1.10,500.00
Sorghum (Jowar),2000-01      ,Kerala,0.50,0.20,400.00
Sorghum (Jowar),2001-02         ,Kerala,2.90,1.50,517.24
Sorghum (Jowar),2002-03  ,Kerala,2.60,1.30,500.00
Sorghum (Jowar),2003-04,Kerala,2.10,1.10,523.81
Sorghum (Jowar),2004-05,Kerala,0.70,0.30,428.57
Sorghum (Jowar),2005-06,Kerala,2.50,1.20,480.00
Sorghum (Jowar),2006-07,Kerala,0.00,0.10,
Sorghum (Jowar),2007-08,Kerala,3.10,1.60,516.13
Sorghum (Jowar),2008-09,Kerala,2.30,1.20,521.74
Sorghum (Jowar),2009-10,Kerala,2.55,1.90,745.98
Sorghum (Jowar),2010-11,Kerala,2.20,1.10,500.00
Sorghum (Jowar),2011-12,Kerala,0.28,0.22,785.71
Sorghum (Jowar),2012-13,Kerala,0.20,0.11,550.00
Sorghum (Jowar),2013-14,Kerala,0.15,0.10,666.67
Sorghum (Jowar),2014-15,Kerala,0.17,0.13,764.71
Sorghum (Jowar),2015-16,Kerala,0.18,0.13,741.57
Sorghum (Jowar),2016-17,Kerala,0.14,0.11,785.71
Sorghum (Jowar),2017-18,Kerala,0.17,0.14,799.00
Sorghum (Jowar),2018-19,Kerala,0.21,0.17,817.10
Sorghum (Jowar),2019-20,Kerala,0.29,0.24,824.56
Sorghum (Jowar),1966-67,Madhya Pradesh,2288.70,1380.90,603.36
Sorghum (Jowar),1967-68,Madhya Pradesh,2515.40,2083.70,828.38
Sorghum (Jowar),1968-69,Madhya Pradesh,2707.90,1812.40,669.30
Sorghum (Jowar),1969-70,Madhya Pradesh,2426.30,1467.50,604.83
Sorghum (Jowar),1970-71,Madhya Pradesh,2177.60,1336.10,613.57
Sorghum (Jowar),1971-72,Madhya Pradesh,1965.00,1244.20,633.18
Sorghum (Jowar),1972-73,Madhya Pradesh,2225.70,1746.40,784.65
Sorghum (Jowar),1973-74,Madhya Pradesh,2037.10,1176.80,577.68
Sorghum (Jowar),1974-75,Madhya Pradesh,2105.00,1870.90,888.79
Sorghum (Jowar),1975-76,Madhya Pradesh,1980.60,1349.00,681.11
Sorghum (Jowar),1976-77,Madhya Pradesh,1890.20,1282.10,678.29
Sorghum (Jowar),1977-78,Madhya Pradesh,1944.40,1460.50,751.13
Sorghum (Jowar),1978-79,Madhya Pradesh,1865.00,1280.20,686.43
Sorghum (Jowar),1979-80,Madhya Pradesh,2147.60,1109.70,516.72
Sorghum (Jowar),1980-81,Madhya Pradesh,2351.80,1814.50,771.54
Sorghum (Jowar),1981-82,Madhya Pradesh,2252.00,1858.90,825.44
Sorghum (Jowar),1982-83,Madhya Pradesh,2034.00,1400.80,688.69
Sorghum (Jowar),1983-84,Madhya Pradesh,2127.70,1983.00,931.99
Sorghum (Jowar),1984-85,Madhya Pradesh,1909.20,1520.20,796.25
Sorghum (Jowar),1985-86,Madhya Pradesh,1959.60,1773.30,904.93
Sorghum (Jowar),1986-87,Madhya Pradesh,1912.10,1301.40,680.61
Sorghum (Jowar),1987-88,Madhya Pradesh,2092.50,1931.40,923.01
Sorghum (Jowar),1988-89,Madhya Pradesh,1810.50,1635.30,903.23
Sorghum (Jowar),1989-90,Madhya Pradesh,1748.00,1737.00,993.71
Sorghum (Jowar),1990-91,Madhya Pradesh,1648.20,1490.30,904.20
Sorghum (Jowar),1991-92,Madhya Pradesh,1381.20,1007.60,729.51
Sorghum (Jowar),1992-93,Madhya Pradesh,1422.90,1555.20,1092.98
Sorghum (Jowar),1993-94,Madhya Pradesh,1287.60,1269.20,985.71
Sorghum (Jowar),1994-95,Madhya Pradesh,1043.10,700.60,671.65
Sorghum (Jowar),1995-96,Madhya Pradesh,994.20,844.00,848.92
Sorghum (Jowar),1996-97,Madhya Pradesh,922.40,792.20,858.85
Sorghum (Jowar),1997-98,Madhya Pradesh,843.70,718.90,852.08
Sorghum (Jowar),1998-99,Madhya Pradesh,763.60,740.40,969.62
Sorghum (Jowar),1999-00,Madhya Pradesh,673.50,526.60,781.89
Sorghum (Jowar),2000-01      ,Madhya Pradesh,637.80,460.20,721.54
Sorghum (Jowar),2001-02         ,Madhya Pradesh,642.00,579.80,903.12
Sorghum (Jowar),2002-03  ,Madhya Pradesh,655.30,603.40,920.80
Sorghum (Jowar),2003-04,Madhya Pradesh,786.70,954.50,1213.30
Sorghum (Jowar),2004-05,Madhya Pradesh,659.00,630.60,956.90
Sorghum (Jowar),2005-06,Madhya Pradesh,576.60,627.60,1088.45
Sorghum (Jowar),2006-07,Madhya Pradesh,573.50,595.70,1038.71
Sorghum (Jowar),2007-08,Madhya Pradesh,531.10,593.40,1117.30
Sorghum (Jowar),2008-09,Madhya Pradesh,481.40,574.30,1192.98
